22_7_27_14_7	no1_1	42	440hz_50ms
22_7_27_14_39	no2_2	40	440hz_50ms
22_7_27_14_47	no3_1	65	440hz_50ms
22_7_27_15_9	no4_2	84	440hz_50ms
22_7_27_15_17	no5_1	350	440hz_50ms
22_7_27_15_47	no6_2	190	440hz_50ms
22_7_28_13_28	no7_1	149	440hz_50ms
22_7_28_13_49	no8_2	0	440hz_50ms
22_7_28_18_59	no9_2	120	440hz_50ms
22_7_28_19_10	no10_1	60	440hz_50ms
22_7_29_12_32	no11_2	40	440hz_50ms
22_7_29_13_26	no12_1	0	440hz_50ms
